,Content type,title,cast,Production_country,date_added,release_year,Genres,rating_category,duration_value,duration_unit
6970,Movie,The Matrix Revolutions,"Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Jada Pinkett Smith, Mary Alice, Harold Perrineau, Monica Bellucci, Harry Lennix, Lambert Wilson, Nona Gaye",United States,2019-11-01,2003,"Action & Adventure, Sci-Fi & Fantasy",Mature,129,min
6971,Movie,The Mayo Clinic,Peter Coyote,United States,2019-04-19,2018,Documentaries,Teen,116,min
6972,Movie,The Mayor,"Min-sik Choi, Do-won Kwak, Eun-kyung Shim, So-ri Moon, Mi-ran Ra, Hye-young Ryu, Ki Hong Lee, Sun-gyu Jin, Joo-yeon Lee, Byeong-eun Park",South Korea,2017-09-30,2017,"Dramas, International Movies",Mature,130,min
6973,Movie,The Men Who Stare at Goats,"George Clooney, Ewan McGregor, Jeff Bridges, Kevin Spacey, Stephen Lang, Robert Patrick, Waleed Zuaiter, Stephen Root, Glenn Morshower, Nick Offerman, Tim Griffin, Rebecca Mader","United States, United Kingdom",2019-06-04,2009,Comedies,Mature,94,min
6974,TV Show,The Messengers,"Shantel VanSanten, Diogo Morgado, JD Pardo, Joel Courtney, Jon Fletcher, Sofia Black D'Elia, Anna Diop, Craig Frank",United States,2016-04-17,2015,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy",Teen,1,season
6977,Movie,The Model,"Maria Palm, Ed Skrein, Yvonnick Muller, Charlotte Tomaszewska, Virgile Bramly, Marco Ilsø, Dominic Allburn",Denmark,2016-12-06,2016,"Dramas, Independent Movies, International Movies",Mature,104,min
6978,Movie,The Monster,"Zoe Kazan, Ella Ballentine, Aaron Douglas, Christine Ebadi, Marc Hickox, Scott Speedman, Chris Webb","United States, Canada",2019-01-09,2016,"Horror Movies, Independent Movies",Mature,91,min
6979,Movie,The Monster of Mangatiti,"Greta Gregory, Mark Mitchinson, Bruce Hopkins, John Sumner, Flynn Allen, Harriet Beattie, Carolyn Dando, Laurie Dee, Ruth Dudding",New Zealand,2015-12-15,2015,Dramas,Mature,70,min
6980,TV Show,The Most Beautiful Hands of Delhi,"Björn Kjellman, Joy Sengupta, Natasha Jayetileke",Sweden,2017-07-20,2017,"International TV Shows, TV Comedies, TV Dramas",Mature,1,season
6981,Movie,The Muppets,"Jason Segel, Amy Adams, Chris Cooper, Rashida Jones, Kermit the Frog, Miss Piggy, Fozzie Bear, Gonzo, Muppets, Steve Whitmire, Eric Jacobson, Dave Goelz, Bill Barretta, David Rudman, Matt Vogel, Peter Linz",United States,2020-09-01,2011,"Children & Family Movies, Comedies",Teen,104,min
6982,Movie,The Music of Silence,"Toby Sebastian, Luisa Ranieri, Jordi Mollà, Antonio Banderas, Ennio Fantastichini, Nadir Caselli, Alessandro Sperduti, Francesco Salvi",Italy,2018-07-01,2017,"Dramas, International Movies, Music & Musicals",Teen,115,min
6983,Movie,The Naked Gun: From the Files of Police Squad!,"Leslie Nielsen, Priscilla Presley, George Kennedy, Ricardo Montalban, O.J. Simpson, Raye Birk, Susan Beaubian, Nancy Marchand",United States,2021-01-01,1988,"Comedies, Cult Movies",Teen,85,min
6984,Movie,The Natural,"Robert Redford, Robert Duvall, Glenn Close, Kim Basinger, Wilford Brimley, Barbara Hershey, Robert Prosky, Richard Farnsworth, Joe Don Baker, John Finnegan",United States,2020-01-01,1984,"Classic Movies, Dramas, Sports Movies",Teen,138,min
6985,TV Show,The Netflix Afterparty,"David Spade, London Hughes, Fortune Feimster",United States,2021-01-02,2021,"Stand-Up Comedy & Talk Shows, TV Comedies",Mature,1,season
6986,Movie,The New Romantic,"Timm Sharp, Hayley Law, Camila Mendes, Brett Dier, Jessica Barden, Avan Jogia",Canada,2019-04-15,2018,"Comedies, Independent Movies, Romantic Movies",Mature,82,min
6987,Movie,The Nutcracker and the Four Realms,"Mackenzie Foy, Keira Knightley, Helen Mirren, Morgan Freeman, Matthew Macfadyen, Eugenio Derbez, Miranda Hart, Jack Whitehall, Ellie Bamber, Richard E. Grant, Omid Djalili, Tom Sweet, Misty Copeland, Sergei Polunin, Meera Syal",United States,2019-05-28,2018,Children & Family Movies,Teen,99,min
6989,Movie,The One I Love,"Mark Duplass, Elisabeth Moss, Ted Danson",United States,2019-05-30,2014,"Comedies, Dramas, Independent Movies",Mature,91,min
6990,Movie,The Only Mother To You All,"Ai-Ai de las Alas, Shaina Magdayao, Carlo Aquino, Alwyn Uytingco, Eugene Domingo, Deejay Durano, Serena Dalrymple, Jiro Manio, Yuki Kadooka, Cherry Pie Picache, Gloria Diaz",Philippines,2019-02-27,2008,"Comedies, International Movies",Teen,106,min
6991,Movie,The Other Guys,"Will Ferrell, Mark Wahlberg, Eva Mendes, Michael Keaton, Steve Coogan, Ray Stevenson, Samuel L. Jackson, Dwayne Johnson, Lindsay Sloane, Natalie Zea",United States,2020-02-01,2010,"Action & Adventure, Comedies",Teen,108,min
6992,Movie,The Parole Officer,"Steve Coogan, Emma Gilmour, Susan Jane Tanner, Iain Mitchell, James Smith, Om Puri, Steven Waddington, Ben Miller, Lena Headey, Jenny Agutter",United Kingdom,2018-08-01,2001,"Action & Adventure, Comedies",Mature,94,min
6993,Movie,The Pass,"Russell Tovey, Arinzé Kene, Lisa McGrillis, Nico Mirallegro, Rory J. Saper",United Kingdom,2019-01-01,2016,"Dramas, Independent Movies, LGBTQ Movies",Unrated,87,min
6994,Movie,The Peacemaker,"George Clooney, Nicole Kidman, Marcel Iures, Aleksandr Baluev, Rene Medvesek, Gary Werntz, Randall Batinkoff, Jim Haynie, Alexander Strobele, Holt McCallany",United States,2020-01-01,1997,Action & Adventure,Mature,124,min
6995,Movie,The Pelican Brief,"Julia Roberts, Denzel Washington, Sam Shepard, John Heard, Tony Goldwyn, James Sikking, William Atherton, Robert Culp, Stanley Tucci, John Lithgow, Hume Cronyn",United States,2019-11-01,1993,"Dramas, Thrillers",Teen,141,min
6996,Movie,The Perks of Being a Wallflower,"Logan Lerman, Emma Watson, Ezra Miller, Mae Whitman, Paul Rudd, Nina Dobrev, Johnny Simmons, Dylan McDermott, Kate Walsh, Joan Cusack, Melanie Lynskey",United States,2020-04-01,2012,"Comedies, Dramas",Teen,103,min
6997,Movie,The Phantom of the Opera,"Gerard Butler, Emmy Rossum, Patrick Wilson, Miranda Richardson, Minnie Driver, Ciarán Hinds, Simon Callow, Victor McGuire, Jennifer Ellison","United Kingdom, United States",2019-06-01,2004,"Dramas, Music & Musicals, Romantic Movies",Teen,141,min
6998,Movie,The Physician,"Tom Payne, Ben Kingsley, Stellan Skarsgård, Olivier Martinez, Emma Rigby, Elyas M'Barek, Fahri Yardim, Makram Khoury, Michael Marcus",Germany,2015-07-15,2013,"Action & Adventure, Dramas, International Movies",Mature,155,min
6999,Movie,The Pink Panther,"Steve Martin, Kevin Kline, Beyoncé Knowles-Carter, Jean Reno, Emily Mortimer, Henry Czerny, Kristin Chenoweth, Roger Rees, Philip Goodwin, Henri Garcin, William Abadie","United States, Czech Republic",2019-07-01,2006,"Children & Family Movies, Comedies",Teen,93,min
7000,Movie,The Pirate Fairy,"Mae Whitman, Christina Hendricks, Tom Hiddleston, Lucy Liu, Raven-Symoné, Megan Hilty, Pamela Adlon, Angela Bartys, Jim Cummings, Carlos Ponce, Mick Wingert, Kevin Michael Richardson, Jeff Bennett, Rob Paulsen, Grey DeLisle, Kari Wahlgren, Jane Horrocks, Jesse McCartney, Anjelica Huston",United States,2014-06-15,2014,Children & Family Movies,Kids,78,min
7001,Movie,The Pirates of Somalia,"Evan Peters, Barkhad Abdi, Melanie Griffith, Al Pacino, Philip Ettinger, Sabrina Hassan Abdulle, Kiana Madani, Abdi Sidow Farah, Mohamed Barre, Armaan Haggio","Somalia, Kenya, Sudan, South Africa, United States",2018-03-01,2017,Dramas,Mature,118,min
7002,Movie,The Pirates! Band of Misfits,"Hugh Grant, Martin Freeman, Imelda Staunton, David Tennant, Jeremy Piven, Salma Hayek, Lenny Henry, Brian Blessed, Russell Tovey, Anton Yelchin, Al Roker, David Schaal, Peter Lord, Ashley Jensen, Kayvan Novak, Mitchell Mullen, Brendan Gleeson, David Schneider","United Kingdom, United States",2020-10-01,2012,"Children & Family Movies, Comedies",Teen,88,min
7003,Movie,The Place Beyond the Pines,"Ryan Gosling, Bradley Cooper, Eva Mendes, Ray Liotta, Ben Mendelsohn, Rose Byrne, Mahershala Ali, Bruce Greenwood, Harris Yulin, Olga Merediz",United States,2017-05-16,2012,"Dramas, Independent Movies",Mature,140,min
7004,Movie,The Plan,"Anant Nag, Koustubh Jayakumar, Hemanth, Shreeram, Jay, Sanath, Pramod Shetty, Harish Roy",India,2018-03-01,2015,"Dramas, International Movies, Thrillers",Mature,124,min
7005,Movie,The Player,"Ramez Galal, Emy Samir Ghanim, Edward Fouad, Hassan Hosny, Yousef Fawzy, Samar Gaber, Ragaa Al-Geddawy, Maha Abou Ouf, Mai El-Kady",Egypt,2019-06-20,2012,"Comedies, International Movies",Mature,110,min
7006,Movie,The Polar Express,"Tom Hanks, Leslie Zemeckis, Eddie Deezen, Nona Gaye, Peter Scolari, Brendan King, Andy Pellick, Michael Jeter, Chris Coppola, Julene Renee",United States,2021-01-01,2004,Children & Family Movies,Kids,100,min
7007,Movie,The President's Barber,"Kang-ho Song, So-ri Moon, Jae-eung Lee, Yeong-jin Jo, Byung-ho Son, Yong-soo park, Seung-soo Ryu, Ju-sang Yun, Gyu-su Jeong, Dal-su Oh",South Korea,2017-10-01,2004,"Comedies, Dramas, International Movies",Mature,116,min
7008,Movie,The Prince,"Jason Patric, Bruce Willis, John Cusack, Rain, Jessica Lowndes, Johnathon Schaech, Gia Mantegna, 50 Cent","United States, United Kingdom",2019-02-22,2014,Action & Adventure,Mature,91,min
7009,Movie,The Prince & Me,"Julia Stiles, Luke Mably, Ben Miller, Miranda Richardson, James Fox, Alberta Watson, John Bourgeois, Zachary Knighton, Eliza Bennett","United States, Czech Republic",2020-10-01,2004,"Comedies, Romantic Movies",Teen,111,min
7010,Movie,The Princess and the Frog,"Anika Noni Rose, Bruno Campos, Keith David, Michael-Leon Wooley, Jennifer Cody, Jim Cummings, Peter Bartlett, Jenifer Lewis, Oprah Winfrey, Terrence Howard, John Goodman, Emeril Lagasse, June Christopher, Paul Briggs, Rob Edwards, John Kassir, Fred Tatasciore, Kimberly Russell, Rif Hutton, Randy Newman, Bridget Hoffman, Corey Burton, Joe Whyte, Michael Colyar, Bruce Smith, Terri Douglas, Claudette Wells, Roger Aaron Brown, Mona Marshall, Terence Blanchard, Kwesi Boakye, Mick Wingert, David Cowgill, Peter Renaday, John Musker, Ritchie Montgomery, Jerry Kernion, Philip Proctor, Eddie Frierson",United States,2019-07-16,2009,Children & Family Movies,Kids,98,min
7011,Movie,The Prison,"Suk-kyu Han, Rae-won Kim, Kyeong-yeong Lee, Woong-in Jeong, Jae-yun Jo, Sung-rok Shin, Kim Sung-kyun, Kwak Min-ho",South Korea,2017-11-18,2017,"Action & Adventure, Dramas, International Movies",Mature,125,min
7012,Movie,The Pursuit,Arthur Brooks,United States,2019-08-07,2019,Documentaries,Teen,76,min
7013,Movie,The Pursuit of Happyness,"Will Smith, Jaden Smith, Thandie Newton, Brian Howe, James Karen, Dan Castellaneta, Kurt Fuller, Takayo Fischer",United States,2019-10-01,2006,Dramas,Teen,117,min
7014,Movie,The Push,Grant Korgan,United States,2019-06-07,2018,"Documentaries, Sports Movies",Mature,90,min
7015,TV Show,The Pyramid Code,Sally Jennings,Canada,2016-02-08,2009,"Docuseries, Science & Nature TV",Teen,1,season
7016,Movie,The Rainbow Troops,"Cut Mini Theo, Ikranagara, Lukman Sardi, Ario Bayu, Tora Sudiro",Indonesia,2018-10-21,2008,"Children & Family Movies, Dramas, International Movies",Teen,119,min
7017,Movie,The Rainmaker,"Matt Damon, Danny DeVito, Claire Danes, Jon Voight, Mary Kay Place, Dean Stockwell, Teresa Wright, Virginia Madsen, Mickey Rourke, Andrew Shue","United States, Germany",2019-11-20,1997,"Dramas, Thrillers",Teen,136,min
7018,TV Show,The Rap Game,Jermaine Dupri,United States,2019-09-15,2016,Reality TV,Teen,1,season
7019,TV Show,The Real Football Factories,Danny Dyer,United Kingdom,2017-12-29,2006,"British TV Shows, Docuseries, International TV Shows",Mature,1,season
7020,Movie,The Real Miyagi,Fumio Demura,"United States, Canada, Japan, Panama",2017-06-16,2015,"Documentaries, Sports Movies",Teen,81,min
7021,Movie,The Rebound,"Orlando Carrillo, Mario Moran, Jeremie Phenom Thomas",United States,2019-02-28,2016,"Documentaries, Sports Movies",Mature,77,min
7022,Movie,The Rehearsal,"James Rolleston, Kerry Fox, Ella Edwards, Alice Englert",New Zealand,2018-01-01,2016,"Dramas, Independent Movies, International Movies",Mature,102,min
7023,TV Show,The Returned,"Anne Cosigny, Frédéric Pierrot, Clotilde Hesme, Céline Sallette, Samir Guesmi, Guillaume Gouix, Jean-Francois Sivadier, Alix Poisson, Jenna Thiam, Grégory Gadebois, Pierre Perrier, Yara Pilartz, Swann Nambotin, Ana Girardot, Brune Martin, Bertrand Constant, Matila Malliarakis, Constance Dollé, Laetitia de Fombelle, Simon Ehrlacher, Vincent Trouilleux, Jérôme Kircher, Guillaume Marquet, Alma Arnal, Julien Bourdel, François Briault, Gilles Chabrier, Aksel Ustun, Alain Blazquez",France,2019-02-17,2015,"International TV Shows, TV Dramas, TV Horror",Mature,1,season
7024,Movie,The Rezort,"Dougray Scott, Jessica De Gouw, Martin McCann, Jassa Ahluwalia, Elen Rhys, Claire Goose","United Kingdom, Spain, Belgium",2017-01-16,2016,"Horror Movies, International Movies",Mature,90,min
7025,Movie,The Rift: The Dark Side of the Moon,"Ken Foree, Katarina Čas, Dragan Mićanović, Monte Markham, Denis Murić, Miroljub Lešo, Sonja Vukićević, Ratko Turčinović, Mick Garris","Serbia, South Korea, Slovenia",2018-02-26,2016,"Horror Movies, Independent Movies, Sci-Fi & Fantasy",Mature,92,min
7026,Movie,The Right One,"Hani Salama, Basma Ahmad, Rania Yousef, Kinda Allouch, Yasmin Raeis, Amr Youssef, Zizi El-Badrawy",Egypt,2019-06-13,2011,"Dramas, International Movies, Romantic Movies",Teen,93,min
7027,Movie,The Ring,"Naomi Watts, Martin Henderson, David Dorfman, Brian Cox, Jane Alexander, Lindsay Frost, Amber Tamblyn, Rachael Bella, Daveigh Chase, Shannon Cochran",United States,2020-01-01,2002,"Horror Movies, Thrillers",Teen,116,min
7028,Movie,The Riot Club,"Sam Claflin, Max Irons, Douglas Booth, Jessica Brown Findlay, Holliday Grainger, Natalie Dormer, Olly Alexander, Matthew Beard, Gordon Brown, Jack Farthing, Freddie Fox",United Kingdom,2017-03-16,2014,"Dramas, International Movies",Mature,107,min
7029,Movie,The River Thief,"Joel Courtney, Tommy Cash, Paul Johansson, Bas Rutten, Raleigh Cain, David Shannon",United States,2017-01-14,2016,"Dramas, Independent Movies",Unrated,87,min
7030,Movie,The River Wild,"Meryl Streep, Kevin Bacon, David Strathairn, Joseph Mazzello, John C. Reilly, Benjamin Bratt, Elizabeth Hoffman, William Lucking, Diane Delano",United States,2018-09-01,1994,Action & Adventure,Teen,111,min
7031,TV Show,The Road to Calvary,"Anna Chipovskaya, Yulia Snigir, Leonid Bichevin, Pavel Trubiner",Russia,2018-09-01,2017,"International TV Shows, TV Dramas",Teen,1,season
7032,Movie,The Rolling Stones: Olé Olé Olé! A Trip Across Latin America,"Mick Jagger, Keith Richards, Ronnie Wood, Charlie Watts",United Kingdom,2019-03-22,2016,"Documentaries, International Movies, Music & Musicals",Mature,101,min
7033,Movie,The Roommate,"Leighton Meester, Minka Kelly, Cam Gigandet, Aly Michalka, Danneel Ackles, Frances Fisher, Tomas Arana, Billy Zane, Nina Dobrev, Matt Lanter, Kat Graham",United States,2020-04-01,2011,Thrillers,Teen,91,min
7034,Movie,The Rover,"Guy Pearce, Robert Pattinson, Scoot McNairy, David Field, Anthony Hayes, Gillian Jones, Susan Prior, Nash Edgerton","Australia, United States",2018-07-19,2014,"International Movies, Thrillers",Mature,103,min
7035,Movie,THE RUM DIARY,"Johnny Depp, Aaron Eckhart, Michael Rispoli, Amber Heard, Richard Jenkins, Giovanni Ribisi, Amaury Nolasco, Marshall Bell, Bill Smitrovich","United States, United Kingdom",2019-12-06,2011,"Comedies, Dramas",Mature,120,min
7036,Movie,The Runner,"Nicolas Cage, Sarah Paulson, Connie Nielsen, Wendell Pierce, Bryan Batt, Peter Fonda, Dana Gourrier",United States,2017-09-08,2015,"Dramas, Independent Movies",Mature,90,min
7037,Movie,The Salvation,"Mads Mikkelsen, Eva Green, Jeffrey Dean Morgan, Eric Cantona, Mikael Persbrandt, Douglas Henshall, Michael Raymond-James, Jonathan Pryce, Alexander Arnold, Nanna Øland Fabricius","Denmark, United Kingdom, South Africa, Sweden, Belgium",2017-03-02,2014,"Dramas, Independent Movies, International Movies",Mature,92,min
7038,Movie,The Sapphires,"Chris O'Dowd, Deborah Mailman, Jessica Mauboy, Shari Sebbens, Miranda Tapsell, Tory Kittles, Eka Darville, Tammy Anderson, Lynette Narkle, Kylie Belling",Australia,2019-04-26,2012,"Comedies, Dramas, Independent Movies",Teen,99,min
7039,Movie,The Score,"Robert De Niro, Edward Norton, Marlon Brando, Angela Bassett, Gary Farmer, Paul Soles, Jamie Harrold, Serge Houde","Germany, Canada, United States",2019-11-28,2001,"Dramas, Thrillers",Mature,124,min
7040,Movie,The Sea of Trees,"Matthew McConaughey, Naomi Watts, Ken Watanabe, Katie Aselton, Jordan Gavaris",United States,2018-11-08,2015,Dramas,Teen,111,min
7041,Movie,The Secret Life of Pets 2,"Patton Oswalt, Kevin Hart, Tiffany Haddish, Jenny Slate, Eric Stonestreet, Harrison Ford, Dana Carvey, Nick Kroll, Lake Bell, Ellie Kemper, Bobby Moynihan, Hannibal Buress","United States, France, Japan",2019-12-27,2019,"Children & Family Movies, Comedies",Teen,86,min
7042,Movie,The Shaukeens,"Akshay Kumar, Annu Kapoor, Piyush Mishra, Lisa Haydon, Anupam Kher",India,2018-03-01,2014,"Comedies, International Movies, Music & Musicals",Mature,123,min
7043,Movie,The Show,"Josh Duhamel, Giancarlo Esposito, Famke Janssen, Sarah Wayne Callies, Caitlin Fitzgerald, Chris Ellis, Lucia Walters, James Franco",United States,2020-06-01,2017,Dramas,Mature,105,min
7044,Movie,The Sign of Venus,"Sophia Loren, Franca Valeri, Vittorio De Sica, Raf Vallone, Virgilio Riento, Tina Pica, Lina Gennari, Eloisa Cianni, Leopoldo Trieste, Maurizio Arena, Franco Fantasia, Peppino De Filippo, Alberto Sordi",Italy,2020-11-13,1955,"Classic Movies, Comedies, Independent Movies",Teen,97,min
7045,Movie,The Signal,"Brenton Thwaites, Olivia Cooke, Laurence Fishburne, Beau Knapp, Lin Shaye, Robert Longstreet",United States,2018-07-13,2014,"Sci-Fi & Fantasy, Thrillers",Teen,97,min
7046,Movie,The Similars,"Gustavo Sánchez Parra, Cassandra Ciangherotti, Fernando Becerril, Humberto Busto, Carmen Beato, Santiago Torres, María Elena Olivares, Catalina Salas, Luis Alberti, Alberto Estrella, Pablo Guisa Koestinger",Mexico,2017-01-15,2015,"Horror Movies, Independent Movies, International Movies",Unrated,90,min
7047,Movie,The Sinking Of Van Der Wijck,"Herjunot Ali, Pevita Pearce, Reza Rahadian, Randy Nidji, Gesya Shandy, Kevin Andrean, Arzetti Bilbina",Indonesia,2018-09-28,2013,"Dramas, International Movies, Romantic Movies",Teen,163,min
7049,Movie,The Social Network,"Jesse Eisenberg, Andrew Garfield, Justin Timberlake, Armie Hammer, Max Minghella, Josh Pence, Brenda Song, Rashida Jones, John Getz, David Selby",United States,2020-04-01,2010,Dramas,Teen,121,min
7050,Movie,The Space Between Us,"Gary Oldman, Asa Butterfield, Carla Gugino, Britt Robertson, BD Wong, Janet Montgomery, Trey Tucker",United States,2019-06-01,2016,"Action & Adventure, Romantic Movies, Sci-Fi & Fantasy",Teen,120,min
7051,Movie,The Spectacular Now,"Miles Teller, Shailene Woodley, Brie Larson, Jennifer Jason Leigh, Mary Elizabeth Winstead, Kyle Chandler, Dayo Okeniyi, Bob Odenkirk, Andre Royo, Masam Holden",United States,2018-07-15,2013,"Dramas, Independent Movies, Romantic Movies",Mature,95,min
7052,Movie,The spiral,"Jan Nowicki, Maja Komorowska, Zofia Kucówna, Aleksander Bardini, Jan Świderski, Seweryna Broniszówna, Piotr Garlicki, Marian Glinka",Poland,2019-10-01,1978,"Dramas, Independent Movies, International Movies",Mature,84,min
7053,Movie,The Spy Next Door,"Jackie Chan, Amber Valletta, George Lopez, Billy Ray Cyrus, Magnús Scheving, Madeline Carroll, Will Shadley, Alina Foley, Katherine Boecher, Mia Stallard, Lucas Till",United States,2020-11-01,2010,"Action & Adventure, Children & Family Movies, Comedies",Teen,94,min
7054,Movie,The Stanford Prison Experiment,"Billy Crudup, Michael Angarano, Ezra Miller, Tye Sheridan, Keir Gilchrist, Olivia Thirlby, Nelsan Ellis, Thomas Mann, Moises Arias, Gaius Charles",United States,2017-06-17,2015,"Dramas, Independent Movies, Thrillers",Mature,122,min
7056,TV Show,The Story of Us with Morgan Freeman,Morgan Freeman,United States,2019-02-01,2017,Docuseries,Teen,1,season
7057,Movie,The Student,"Alicia Leigh Willis, Blake Michael, Trevor St. John, Lindsay Hartley, Eric Nelsen, Wolfgang Bodison",United States,2019-03-15,2017,Thrillers,Teen,90,min
7058,Movie,The Super,"Patrick John Flueger, Val Kilmer, Louisa Krause, Mattea Conforti, Taylor Richardson, Paul Ben-Victor, Yul Vazquez, Andrea Lynn Green, Travaris Spears, Melissa Bolona",United States,2019-02-16,2017,Horror Movies,Mature,89,min
7059,TV Show,The Super Mario Bros. Super Show!,"Captain Lou Albano, Danny Wells, Jeannie Elias, John Stocker, Harvey Atkin, Robert Bockstael, Cynthia Preston, Jonathan Potts, Colin Fox","United States, Canada",2016-05-22,1989,Kids' TV,Kids,1,season
7060,Movie,The Taking of Pelham 123,"Denzel Washington, John Travolta, Luis Guzmán, Victor Gojcaj, Robert Vataj, John Turturro, Michael Rispoli, Ramon Rodriguez, James Gandolfini, John Benjamin Hickey, Alex Kaluzhsky, Gbenga Akinnagbe","United States, United Kingdom",2019-09-01,2009,Action & Adventure,Mature,106,min
7061,Movie,The Talented Mr. Ripley,"Matt Damon, Gwyneth Paltrow, Jude Law, Cate Blanchett, Philip Seymour Hoffman, Jack Davenport, James Rebhorn, Sergio Rubini, Philip Baker Hall, Celia Weston",United States,2020-01-01,1999,"Dramas, Thrillers",Mature,139,min
7062,Movie,The Texas Chainsaw Massacre,"Gunnar Hansen, Jim Siedow, Marilyn Burns, Edwin Neal, Paul A. Partain, Teri McMinn, William Vail, John Dugan, John Henry Faulk, Allen Danziger",United States,2019-10-22,1974,"Cult Movies, Horror Movies, Independent Movies",Mature,83,min
7063,Movie,The Thief and the Imbecile,"Khaled El Sawy, Khaled Saleh, Ruby",Egypt,2019-06-06,2013,"Dramas, International Movies",Teen,96,min
7064,Movie,The Tiger Hunter,"Danny Pudi, Jon Heder, Rizwan Manji, Karen David, Iqbal Theba, Sam Page, Kevin Pollak, Parvesh Cheena, Michael McMillian",United States,2018-04-09,2016,"Comedies, Dramas, Independent Movies",Teen,94,min
7065,Movie,The Tigers of Scotland,Iain Glen,United Kingdom,2018-11-01,2017,Documentaries,Kids,58,min
7066,Movie,The Time Machine,"Guy Pearce, Samantha Mumba, Jeremy Irons, Mark Addy, Sienna Guillory, Phyllida Law, Alan Young, Omero Mumba, Yancey Arias, Orlando Jones","United States, United Arab Emirates",2019-11-23,2002,"Action & Adventure, Sci-Fi & Fantasy",Teen,96,min
7067,Movie,The Time Traveler's Wife,"Rachel McAdams, Eric Bana, Arliss Howard, Ron Livingston, Stephen Tobolowsky, Michelle Nolden, Jane McLean, Hailey McCann, Tatum McCann, Brooklynn Proulx, Alex Ferris",United States,2019-10-01,2009,"Dramas, Romantic Movies, Sci-Fi & Fantasy",Teen,107,min
7068,TV Show,The Traffickers,Nelufar Hedayat,United States,2018-01-22,2016,"Crime TV Shows, Docuseries",Mature,1,season
7069,Movie,The Tribes of Palos Verdes,"Jennifer Garner, Maika Monroe, Cody Fern, Justin Kirk, Noah Silver, Elisabeth Röhm, Goran Visnjic, Joely Fisher, Milo Gibson, Alex Neustaedter, Stevie Lynn Jones, Thomas Cocquerel, Alicia Silverstone",United States,2019-12-01,2017,"Dramas, Independent Movies, Sports Movies",Mature,104,min
7070,Movie,The Trigger Effect,"Kyle MacLachlan, Elisabeth Shue, Dermot Mulroney, Richard T. Jones, Bill Smitrovich, Michael Rooker, Tori Kristiansen, Tyra Kristiansen",United States,2018-01-01,1996,Thrillers,Mature,94,min
7071,Movie,The Trip to Spain,"Steve Coogan, Rob Brydon, Marta Barrio, Claire Keelan, Margo Stilley",United Kingdom,2017-12-12,2016,Comedies,Mature,108,min
7072,Movie,The Trust,"Nicolas Cage, Elijah Wood, Sky Ferreira, Jerry Lewis, Eric Heister, Alexandria Lee, Ethan Suplee, Kenna James, Steven Williams, Carl Windom Carlito",United States,2019-04-01,2015,Thrillers,Mature,91,min
7073,Movie,The Truth About Alcohol,Javid Abdelmoneim,United Kingdom,2017-08-01,2016,"Documentaries, International Movies",Teen,58,min
7075,Movie,The Tuxedo,"Jackie Chan, Jennifer Love Hewitt, Jason Isaacs, Debi Mazar, Ritchie Coster, Peter Stormare, Mia Cottet, Romany Malco, Daniel Kash",United States,2019-11-01,2002,"Action & Adventure, Comedies",Teen,99,min
7076,TV Show,The Twilight Zone (Original Series),Rod Serling,United States,2017-07-01,1963,"Classic & Cult TV, TV Sci-Fi & Fantasy",Teen,4,season
7077,Movie,The Ugly Truth,"Katherine Heigl, Gerard Butler, Eric Winter, John Michael Higgins, Bree Turner, Nick Searcy, Kevin Connolly, Cheryl Hines, Bonnie Somerville, Yvette Nicole Brown, Nate Corddry, Noah Matthews",United States,2019-04-25,2009,"Comedies, Romantic Movies",Mature,96,min
7078,Movie,The Unborn Child,"Somchai Kemglad, Pitchanart Sakakorn, Chinaradi Anupongphichart, Arisara Thongborisut, Peerawit Boonark, Chudapha Chanthakhet, Ganthida Chaang",Thailand,2018-07-30,2011,"Horror Movies, International Movies",Mature,93,min
7079,TV Show,The Universe,Erik Thompson,United States,2019-09-15,2009,"Docuseries, Science & Nature TV",Teen,1,season
7080,Movie,The Unknown Girl,"Adèle Haenel, Olivier Bonnaud, Jérémie Renier, Louka Minnella, Christelle Cornil, Olivier Gourmet, Fabrizio Rongione, Thomas Doret","Belgium, France",2017-12-12,2016,"Dramas, International Movies",Mature,106,min
7081,Movie,The Unknown Known,"Donald Rumsfeld, Errol Morris",United States,2019-02-22,2013,Documentaries,Teen,103,min
7082,Movie,The Vatican Tapes,"Olivia Taylor Dudley, Michael Peña, Dougray Scott, Djimon Hounsou, Peter Andersson, Kathleen Robertson, John Patrick Amedori, Michael Paré, Alex Sparrow, Cas Anvar",United States,2020-04-20,2015,"Horror Movies, Thrillers",Teen,91,min
7083,Movie,The Walls of the Moon,"Mona Zaki, Asser Yassin, Amr Saad, Salwa Mohammed",Egypt,2019-04-18,2015,"Action & Adventure, Dramas, International Movies",Teen,98,min
7084,TV Show,The War: A Film by Ken Burns and Lynn Novick,Keith David,United States,2017-02-22,2007,Docuseries,Teen,1,season
7085,Movie,The Water Diviner,"Russell Crowe, Olga Kurylenko, Yılmaz Erdoğan, Cem Yılmaz, Jai Courtney, Ryan Corr, James Fraser, Ben O'Toole, Steve Bastoni, Salih Kalyon","Australia, United States",2019-10-07,2014,"Dramas, International Movies",Mature,111,min
